# Seed CSV: /Users/angelobaricante/CS-Thesis-Model-Training/seeds/prng_seeds.csv
# NOTE: A2C Training - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
1,6000,971695362467996196,-48.20,500,0,-48.20,500.0,0.0,1
2,6000,4722055102353018575,-83.40,500,0,-65.80,500.0,0.0,2
3,6000,9416705256328773456,-128.71,500,0,-86.77,500.0,0.0,3
4,6000,18209816042987392921,-76.24,500,0,-84.14,500.0,0.0,4
5,6000,12249684362543296198,-36.76,500,0,-74.66,500.0,0.0,5
6,6000,18439256158492860165,-85.93,500,0,-76.54,500.0,0.0,6
7,6000,3434422392642176074,-116.95,500,0,-82.31,500.0,0.0,7
8,6000,5935988960942181436,-73.83,500,0,-81.25,500.0,0.0,8
9,6000,13288998900360654768,-77.59,500,0,-80.84,500.0,0.0,9
10,6000,6485551435170465117,-69.18,500,0,-79.68,500.0,0.0,10
11,6000,7222146671798848202,-85.81,500,0,-80.23,500.0,0.0,11
12,6000,1925203196787626386,-79.24,500,0,-80.15,500.0,0.0,12
13,12000,12791249090344812902,31.12,500,0,-71.59,500.0,0.0,13
14,12000,16271330311358250483,20.13,500,0,-65.04,500.0,0.0,14
15,12000,16216597592657657882,4.45,500,0,-60.41,500.0,0.0,15
16,12000,15166214502129994831,23.30,500,0,-55.18,500.0,0.0,16
17,12000,3950739390256855190,-10.76,500,0,-52.56,500.0,0.0,17
18,12000,15572436679927626994,41.09,500,0,-47.36,500.0,0.0,18
19,12000,12100722552882805080,-130.49,500,0,-51.74,500.0,0.0,19
20,12000,5422312673772011359,-89.84,500,0,-53.64,500.0,0.0,20
21,12000,15003482508471731330,-100.80,500,0,-55.89,500.0,0.0,21
22,12000,13234536202907338590,-8.98,500,0,-53.75,500.0,0.0,22
23,12000,18177451362958227695,-69.58,500,0,-54.44,500.0,0.0,23
24,12000,14776073749056768426,45.30,500,0,-50.29,500.0,0.0,24
25,18000,15876696128150197177,-56.25,500,0,-50.52,500.0,0.0,25
26,18000,16643051670238393758,122.43,500,0,-43.87,500.0,0.0,26
27,18000,13750942603707172542,-42.87,500,0,-43.84,500.0,0.0,27
28,18000,8323620824426157167,89.55,500,0,-39.07,500.0,0.0,28
29,18000,12974784844508741856,-65.09,500,0,-39.97,500.0,0.0,29
30,18000,3946675017130034155,-25.47,500,0,-39.49,500.0,0.0,30
31,18000,10235953528359856589,86.58,500,0,-35.42,500.0,0.0,31
32,18000,13148765069588439864,-67.20,500,0,-36.41,500.0,0.0,32
33,18000,7831641672757584953,-55.12,500,0,-36.98,500.0,0.0,33
34,18000,7530588993633936101,-67.48,500,0,-37.88,500.0,0.0,34
35,18000,8586445825670029330,26.15,500,0,-36.05,500.0,0.0,35
36,18000,4008522060595671513,-77.65,500,0,-37.20,500.0,0.0,36
37,24000,16758003372029569070,181.93,500,0,-31.28,500.0,0.0,37
38,24000,7123441938980902944,-100.80,500,0,-33.11,500.0,0.0,38
39,24000,1123201832056615056,145.51,500,0,-28.53,500.0,0.0,39
40,24000,9827564118592775222,-80.79,500,0,-29.84,500.0,0.0,40
41,24000,4949356209468868854,40.89,500,0,-28.11,500.0,0.0,41
42,24000,14563005126951685001,-42.61,500,0,-28.46,500.0,0.0,42
43,24000,16499621993911982051,49.77,500,0,-26.64,500.0,0.0,43
44,24000,15569156720587463771,-68.95,500,0,-27.60,500.0,0.0,44
45,24000,17029012220414423703,63.20,500,0,-25.58,500.0,0.0,45
46,24000,5088815643279426220,-26.61,500,0,-25.60,500.0,0.0,46
47,24000,10303707910544264367,-43.61,500,0,-25.99,500.0,0.0,47
48,24000,17938581618549075914,-87.17,500,0,-27.26,500.0,0.0,48
49,30000,5958682710742231644,116.18,500,0,-24.33,500.0,0.0,49
50,30000,13152133416350454799,82.30,500,0,-22.20,500.0,0.0,50
51,30000,5956481133054387399,107.96,500,0,-19.65,500.0,0.0,51
52,30000,5420683628343198450,18.11,500,0,-18.92,500.0,0.0,52
53,30000,15922419184530991241,89.94,500,0,-16.87,500.0,0.0,53
54,30000,18020233497698300673,128.73,500,0,-14.17,500.0,0.0,54
55,30000,17338635869069036976,110.21,500,0,-11.91,500.0,0.0,55
56,30000,1792464209987715186,16.08,500,0,-11.41,500.0,0.0,56
57,30000,13280943330434515189,138.86,500,0,-8.77,500.0,0.0,57
58,30000,13831009015536520439,126.89,500,0,-6.43,500.0,0.0,58
59,30000,3332503742376185548,145.24,500,0,-3.86,500.0,0.0,59
60,30000,11580923707428295608,107.62,500,0,-2.01,500.0,0.0,60
61,36000,10552593266273712147,137.21,500,0,0.28,500.0,0.0,61
62,36000,5779138346327290062,52.28,500,0,1.12,500.0,0.0,62
63,36000,18414115309215937601,190.60,500,0,4.12,500.0,0.0,63
64,36000,11602112522636337744,159.85,500,0,6.56,500.0,0.0,64
65,36000,12339132143176000527,166.33,500,0,9.01,500.0,0.0,65
66,36000,213708382150317922,146.96,500,0,11.10,500.0,0.0,66
67,36000,14829927916230554584,143.99,500,0,13.09,500.0,0.0,67
68,36000,14548106134457597795,173.32,500,0,15.44,500.0,0.0,68
69,36000,2846928131416613503,146.96,500,0,17.35,500.0,0.0,69
70,36000,465757753863619753,148.56,500,0,19.22,500.0,0.0,70
71,36000,7817989525139000696,54.90,500,0,19.73,500.0,0.0,71
72,36000,3798088039377853321,188.37,500,0,22.07,500.0,0.0,72
73,42000,9484487052667551156,190.12,500,0,24.37,500.0,0.0,73
74,42000,12236126824530621385,154.55,500,0,26.13,500.0,0.0,74
75,42000,855184622356068571,142.42,500,0,27.68,500.0,0.0,75
76,42000,15834972196773435646,120.35,500,0,28.90,500.0,0.0,76
77,42000,12408935994070282962,57.29,500,0,29.27,500.0,0.0,77
78,42000,11981284399029439191,176.25,500,0,31.15,500.0,0.0,78
