# Seed CSV: /Users/angelobaricante/CS-Thesis-Model-Training/seeds/prng_seeds.csv
# NOTE: A2C Training - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
122,66000,6007962926376958784,148.86,500,0,116.49,500.0,0.0,122
123,66000,11772033390765120368,146.37,500,0,118.56,500.0,0.0,123
124,66000,11386224682222168824,183.36,500,0,120.94,500.0,0.0,124
125,66000,1673405974479577669,158.06,500,0,122.80,500.0,0.0,125
126,66000,3086105054130143535,195.56,500,0,125.43,500.0,0.0,126
127,66000,2431630388173978107,176.13,500,0,126.70,500.0,0.0,127
128,66000,3062227234649023154,151.50,500,0,128.10,500.0,0.0,128
129,66000,5508625069366463439,169.64,500,0,129.05,500.0,0.0,129
130,66000,13343558022438364849,180.93,500,0,131.84,500.0,0.0,130
131,66000,5704457579094725897,170.38,500,0,133.86,500.0,0.0,131
132,66000,11506781255942393700,166.00,500,0,135.08,500.0,0.0,132
133,71568,4075634707342892760,178.32,500,0,137.31,500.0,0.0,133
134,72000,14667186405778776284,192.53,500,0,139.33,500.0,0.0,134
135,72000,11785449503610959281,150.75,500,0,139.95,500.0,0.0,135
136,72000,13200508905706887070,199.04,500,0,142.58,500.0,0.0,136
137,72000,10554285898027426619,194.48,500,0,144.28,500.0,0.0,137
138,72000,703561689681588077,176.79,500,0,144.21,500.0,0.0,138
139,72000,4389264617890311094,175.17,500,0,146.21,500.0,0.0,139
140,72000,1817520515872623330,168.94,500,0,146.67,500.0,0.0,140
141,72000,8711977674202065377,166.59,500,0,148.68,500.0,0.0,141
142,72000,8755589707850732707,190.44,500,0,149.50,500.0,0.0,142
143,72000,7677270297744983237,209.80,500,0,151.84,500.0,0.0,143
144,72000,7792615375401478573,192.12,500,0,153.12,500.0,0.0,144
145,77568,13288998900360654768,174.60,500,0,154.97,500.0,0.0,144
146,78000,7053828701869708631,178.44,500,0,156.21,500.0,0.0,145
147,78000,971695362467996196,210.06,500,0,157.57,500.0,0.0,145
148,78000,4722055102353018575,179.06,500,0,159.26,500.0,0.0,145
149,78000,9416705256328773456,160.88,500,0,159.55,500.0,0.0,145
150,78000,18209816042987392921,166.08,500,0,159.94,500.0,0.0,145
151,78000,12249684362543296198,184.03,500,0,160.37,500.0,0.0,145
152,78000,18439256158492860165,170.22,500,0,160.38,500.0,0.0,145
153,78000,3434422392642176074,161.62,500,0,161.27,500.0,0.0,145
154,78000,5935988960942181436,186.19,500,0,161.87,500.0,0.0,145
