# Seed CSV: qrng_seeds.csv
# NOTE: Train 19 - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
1,6000,13489725472828908841,-132.00,500,0,-132.00,500.0,0.0,1
2,6000,6171947649416591322,-106.74,500,0,-119.37,500.0,0.0,2
3,6000,15248021848742551826,-65.71,500,0,-101.48,500.0,0.0,3
4,6000,3024614475431424903,-107.58,500,0,-103.01,500.0,0.0,4
5,6000,8421032824675649285,-105.72,500,0,-103.55,500.0,0.0,5
6,6000,137743098416772409,-108.58,500,0,-104.39,500.0,0.0,6
7,6000,10825776799651039450,-52.54,500,0,-96.98,500.0,0.0,7
8,6000,6550599649586689508,-96.14,500,0,-96.87,500.0,0.0,8
9,6000,10673939618093821046,-67.85,500,0,-93.65,500.0,0.0,9
10,6000,3033551743436537089,-85.57,500,0,-92.84,500.0,0.0,10
11,6000,13100570903668117029,-111.31,500,0,-94.52,500.0,0.0,11
12,6000,13460545218872008355,-95.42,500,0,-94.59,500.0,0.0,12
13,12000,4535469543323143118,-100.23,500,0,-95.03,500.0,0.0,13
14,12000,7963437600900595466,-67.10,500,0,-93.03,500.0,0.0,14
15,12000,4613197450636686963,-48.53,500,0,-90.07,500.0,0.0,15
16,12000,13145616319605486461,-138.31,500,0,-93.08,500.0,0.0,16
17,12000,8732497094669464261,-89.91,500,0,-92.89,500.0,0.0,17
18,12000,10754664279746954151,-75.25,500,0,-91.91,500.0,0.0,18
19,12000,7305357861771059007,-68.17,500,0,-90.66,500.0,0.0,19
20,12000,6001182031169597924,-58.20,500,0,-89.04,500.0,0.0,20
21,12000,1043968853803077998,-75.16,500,0,-88.38,500.0,0.0,21
22,12000,3431877959751719732,-105.66,500,0,-89.17,500.0,0.0,22
23,12000,4858779513777518555,-75.25,500,0,-88.56,500.0,0.0,23
24,12000,12934048555403895870,-78.85,500,0,-88.16,500.0,0.0,24
25,18000,16112388300639988501,-118.59,500,0,-89.37,500.0,0.0,25
26,18000,15336730116398655285,-84.82,500,0,-89.20,500.0,0.0,26
27,18000,17875627648110973066,-100.63,500,0,-89.62,500.0,0.0,27
28,18000,7127552978843871313,-93.45,500,0,-89.76,500.0,0.0,28
29,18000,4510579620332624255,-68.91,500,0,-89.04,500.0,0.0,29
30,18000,4529180109597153941,-76.49,500,0,-88.62,500.0,0.0,30
31,18000,3158158378977722743,-124.72,500,0,-89.78,500.0,0.0,31
32,18000,6487450829014363214,-74.42,500,0,-89.30,500.0,0.0,32
33,18000,12396094131003682828,-83.99,500,0,-89.14,500.0,0.0,33
34,18000,17610203196594821702,-71.64,500,0,-88.63,500.0,0.0,34
35,18000,11235206640686777757,-89.01,500,0,-88.64,500.0,0.0,35
36,18000,811813770382393753,-79.15,500,0,-88.38,500.0,0.0,36
37,24000,14446539011501570785,-58.23,500,0,-87.56,500.0,0.0,37
38,24000,1623035611873735355,-100.35,500,0,-87.90,500.0,0.0,38
39,24000,3677812005404074580,-49.27,500,0,-86.91,500.0,0.0,39
40,24000,4162563293777859714,-76.62,500,0,-86.65,500.0,0.0,40
41,24000,13970664724812757927,-103.63,500,0,-87.06,500.0,0.0,41
42,24000,5795407478338048581,-71.95,500,0,-86.70,500.0,0.0,42
43,24000,5438062045018060513,-67.20,500,0,-86.25,500.0,0.0,43
44,24000,9186765785496463054,-83.91,500,0,-86.20,500.0,0.0,44
45,24000,15528842599978318346,-103.97,500,0,-86.59,500.0,0.0,45
46,24000,12850146721234923910,-99.35,500,0,-86.87,500.0,0.0,46
47,24000,9889681733023020709,-64.25,500,0,-86.39,500.0,0.0,47
48,24000,9958069282142524715,-57.49,500,0,-85.79,500.0,0.0,48
49,30000,9564608022071936158,-63.98,500,0,-85.34,500.0,0.0,49
50,30000,18283032215131063166,-83.97,500,0,-85.31,500.0,0.0,50
51,30000,1179935533135775049,-58.28,500,0,-84.78,500.0,0.0,51
52,30000,9114864688611525715,-55.01,500,0,-84.21,500.0,0.0,52
53,30000,14904089564820360810,-62.49,500,0,-83.80,500.0,0.0,53
54,30000,17350772336963884912,-31.86,500,0,-82.84,500.0,0.0,54
55,30000,11050591303953411250,-85.67,500,0,-82.89,500.0,0.0,55
56,30000,7583682702758548915,-47.65,500,0,-82.26,500.0,0.0,56
57,30000,11452373918019542496,-68.43,500,0,-82.02,500.0,0.0,57
58,30000,3390217654545902577,28.29,500,0,-80.12,500.0,0.0,58
59,30000,15241124315464294844,-86.53,500,0,-80.23,500.0,0.0,59
60,30000,7663922228771831772,-60.71,500,0,-79.90,500.0,0.0,60
61,36000,13453077023078328898,-54.32,500,0,-79.48,500.0,0.0,61
62,36000,4439031506494153421,-39.60,500,0,-78.84,500.0,0.0,62
63,36000,301641859563699251,-84.63,500,0,-78.93,500.0,0.0,63
64,36000,12655888713526143854,-41.59,500,0,-78.35,500.0,0.0,64
65,36000,9231693444609347206,-32.37,500,0,-77.64,500.0,0.0,65
66,36000,16548616157381596168,-71.74,500,0,-77.55,500.0,0.0,66
67,36000,9288755463338780292,-65.38,500,0,-77.37,500.0,0.0,67
68,36000,17206735167347108618,-57.58,500,0,-77.08,500.0,0.0,68
69,36000,10044960970903465745,-20.42,500,0,-76.26,500.0,0.0,69
70,36000,797241283643617672,-85.27,500,0,-76.38,500.0,0.0,70
71,36000,1282709819021874862,-54.94,500,0,-76.08,500.0,0.0,71
72,36000,14920185945280404569,-73.86,500,0,-76.05,500.0,0.0,72
73,42000,11715111405647041163,-91.93,500,0,-76.27,500.0,0.0,73
74,42000,5786622452813006661,-50.69,500,0,-75.92,500.0,0.0,74
75,42000,6032281748108558065,-71.22,500,0,-75.86,500.0,0.0,75
76,42000,3680395537014741509,-73.21,500,0,-75.83,500.0,0.0,76
77,42000,5254126035865485252,-37.85,500,0,-75.33,500.0,0.0,77
78,42000,5940738065481368527,-44.18,500,0,-74.93,500.0,0.0,78
79,42000,672863678865569649,-46.60,500,0,-74.57,500.0,0.0,79
80,42000,3338878141244643539,-20.58,500,0,-73.90,500.0,0.0,80
81,42000,9784144169308608019,-40.13,500,0,-73.48,500.0,0.0,81
82,42000,2196893435714833879,-24.84,500,0,-72.89,500.0,0.0,82
83,42000,13588127778957388690,-47.87,500,0,-72.59,500.0,0.0,83
84,42000,475214828863476377,-10.05,500,0,-71.84,500.0,0.0,84
85,48000,5258357698462635485,-38.15,500,0,-71.45,500.0,0.0,85
86,48000,9913918250336203527,-30.80,500,0,-70.97,500.0,0.0,86
87,48000,4275335505051837203,-62.73,500,0,-70.88,500.0,0.0,87
88,48000,15057195932648802296,-25.27,500,0,-70.36,500.0,0.0,88
89,48000,4524582333304887816,-71.32,500,0,-70.37,500.0,0.0,89
90,48000,8744129997812135428,-81.61,500,0,-70.50,500.0,0.0,90
91,48000,822269216536678471,-51.30,500,0,-70.29,500.0,0.0,91
92,48000,4930112765541771090,-37.92,500,0,-69.93,500.0,0.0,92
93,48000,5181608545462957158,-13.24,500,0,-69.32,500.0,0.0,93
94,48000,13650814729888377689,-42.16,500,0,-69.04,500.0,0.0,94
95,48000,1229516481200519455,-28.89,500,0,-68.61,500.0,0.0,95
96,48000,12111144515451650755,-58.26,500,0,-68.51,500.0,0.0,96
97,54000,14074596192275333942,36.41,500,0,-67.42,500.0,0.0,97
98,54000,6371141577266364441,-26.58,500,0,-67.01,500.0,0.0,98
99,54000,14776439034412603967,6.58,500,0,-66.26,500.0,0.0,99
100,54000,279754676272950298,9.58,500,0,-65.51,500.0,0.0,100
101,54000,4860154876039163000,11.91,500,0,-64.07,500.0,0.0,101
102,54000,4674838351867169344,4.95,500,0,-62.95,500.0,0.0,102
103,54000,11438049661318956461,7.87,500,0,-62.21,500.0,0.0,103
104,54000,7816964542461208269,19.34,500,0,-60.94,500.0,0.0,104
105,54000,3621899470598764711,35.10,500,0,-59.54,500.0,0.0,105
106,54000,13086362945962519514,-17.20,500,0,-58.62,500.0,0.0,106
107,54000,11721774126495760646,-29.65,500,0,-58.39,500.0,0.0,107
108,54000,13283065892446958854,-60.61,500,0,-58.04,500.0,0.0,108
109,60000,7798249372107406006,36.01,500,0,-57.00,500.0,0.0,109
110,60000,13317949488023401917,8.33,500,0,-56.06,500.0,0.0,110
111,60000,8290420102429300931,24.70,500,0,-54.70,500.0,0.0,111
112,60000,10654495384662647920,-7.29,500,0,-53.82,500.0,0.0,112
113,60000,7896059434308476317,9.60,500,0,-52.72,500.0,0.0,113
114,60000,15346448649838073065,-61.25,500,0,-52.66,500.0,0.0,114
115,60000,2188085019074965093,-6.69,500,0,-52.24,500.0,0.0,115
116,60000,6026788334808727089,39.84,500,0,-50.46,500.0,0.0,116
117,60000,3083683896060454596,10.84,500,0,-49.46,500.0,0.0,117
118,60000,12231907407303932862,60.17,500,0,-48.10,500.0,0.0,118
119,60000,2122549690383459363,-13.04,500,0,-47.55,500.0,0.0,119
120,60000,1234082614338779919,-52.73,500,0,-47.50,500.0,0.0,120
121,66000,9040039828914824551,17.77,500,0,-46.57,500.0,0.0,121
122,66000,13212721914136651721,8.59,500,0,-45.42,500.0,0.0,122
123,66000,7117753619697518343,-36.28,500,0,-45.03,500.0,0.0,123
124,66000,1430297305665932746,-6.14,500,0,-44.31,500.0,0.0,124
125,66000,7911016674390761126,20.80,500,0,-42.91,500.0,0.0,125
126,66000,2059590508448374771,56.03,500,0,-41.50,500.0,0.0,126
127,66000,14691951694321709270,-7.41,500,0,-40.57,500.0,0.0,127
128,66000,2226206969179299687,41.83,500,0,-39.22,500.0,0.0,128
129,66000,837730220174318720,-3.75,500,0,-38.57,500.0,0.0,129
130,66000,12110814796294805664,-26.05,500,0,-38.06,500.0,0.0,130
131,66000,16198862422443969073,-20.53,500,0,-37.02,500.0,0.0,131
132,66000,3234182551058721378,-11.51,500,0,-36.39,500.0,0.0,132
133,72000,2125449708136725917,8.62,500,0,-35.47,500.0,0.0,133
134,72000,1269173424026289410,-10.78,500,0,-34.86,500.0,0.0,134
135,72000,4846771941994515238,42.26,500,0,-33.55,500.0,0.0,135
136,72000,17936277979482862872,-62.55,500,0,-33.38,500.0,0.0,136
137,72000,7200853477388467398,-13.77,500,0,-32.93,500.0,0.0,137
138,72000,16380451393135730465,20.21,500,0,-31.73,500.0,0.0,138
139,72000,10492845773264379332,-13.91,500,0,-31.38,500.0,0.0,139
140,72000,1491862606628062608,55.63,500,0,-30.05,500.0,0.0,140
141,72000,1017938244820595824,62.41,500,0,-28.39,500.0,0.0,141
142,72000,16215993401963283531,6.04,500,0,-27.61,500.0,0.0,142
143,72000,14263468889479830657,3.12,500,0,-26.91,500.0,0.0,143
144,72000,8349012171449164337,-7.92,500,0,-26.15,500.0,0.0,144
145,78000,13489725472828908841,7.25,500,0,-25.04,500.0,0.0,144
146,78000,6171947649416591322,92.20,500,0,-23.12,500.0,0.0,144
147,78000,15248021848742551826,-1.23,500,0,-22.49,500.0,0.0,144
148,78000,3024614475431424903,-10.81,500,0,-22.03,500.0,0.0,144
149,78000,8421032824675649285,17.86,500,0,-21.21,500.0,0.0,144
150,78000,137743098416772409,-18.56,500,0,-20.55,500.0,0.0,144
151,78000,10825776799651039450,10.71,500,0,-19.86,500.0,0.0,144
152,78000,6550599649586689508,86.62,500,0,-18.45,500.0,0.0,144
153,78000,10673939618093821046,1.40,500,0,-17.81,500.0,0.0,144
154,78000,3033551743436537089,49.86,500,0,-16.99,500.0,0.0,144
155,78000,13100570903668117029,10.41,500,0,-16.03,500.0,0.0,144
156,78000,13460545218872008355,44.50,500,0,-15.11,500.0,0.0,144
157,84000,4535469543323143118,7.10,500,0,-14.35,500.0,0.0,144
158,84000,7963437600900595466,31.38,500,0,-14.32,500.0,0.0,144
159,84000,4613197450636686963,-46.56,500,0,-13.92,500.0,0.0,144
160,84000,13145616319605486461,-1.29,500,0,-13.33,500.0,0.0,144
161,84000,8732497094669464261,43.44,500,0,-12.35,500.0,0.0,144
162,84000,10754664279746954151,60.32,500,0,-11.35,500.0,0.0,144
163,84000,7305357861771059007,25.20,500,0,-10.25,500.0,0.0,144
164,84000,6001182031169597924,54.81,500,0,-9.29,500.0,0.0,144
165,84000,1043968853803077998,29.37,500,0,-8.67,500.0,0.0,144
166,84000,3431877959751719732,-3.37,500,0,-7.99,500.0,0.0,144
167,84000,4858779513777518555,54.19,500,0,-6.79,500.0,0.0,144
168,84000,12934048555403895870,-39.57,500,0,-6.61,500.0,0.0,144
169,86436,15336730116398655285,326.37,203,1,-3.14,497.0,1.0,144
170,89244,4510579620332624255,304.56,437,1,0.75,496.4,2.0,144
171,89904,7127552978843871313,319.80,492,1,4.50,496.3,3.0,144
172,90000,16112388300639988501,-10.09,500,0,5.14,496.3,3.0,144
173,90000,17875627648110973066,32.74,500,0,6.39,496.3,3.0,144
174,90000,4529180109597153941,-40.03,500,0,6.49,496.3,3.0,144
175,90000,3158158378977722743,83.84,500,0,8.04,496.3,3.0,144
176,90000,6487450829014363214,71.33,500,0,9.49,496.3,3.0,144
177,90000,12396094131003682828,0.00,500,0,9.87,496.3,3.0,144
178,90000,17610203196594821702,11.10,500,0,10.42,496.3,3.0,144
179,90000,11235206640686777757,0.15,500,0,10.89,496.3,3.0,144
180,90000,811813770382393753,66.33,500,0,11.76,496.3,3.0,144
181,92436,1623035611873735355,-25.40,500,0,11.90,496.3,3.0,144
182,95244,13970664724812757927,36.04,500,0,12.51,496.3,3.0,144
183,95904,4162563293777859714,-3.85,500,0,12.95,496.3,3.0,144
184,96000,14446539011501570785,85.33,500,0,13.91,496.3,3.0,144
185,96000,3677812005404074580,-9.26,500,0,14.20,496.3,3.0,144
186,96000,5795407478338048581,34.82,500,0,14.85,496.3,3.0,144
187,96000,5438062045018060513,73.30,500,0,16.21,496.3,3.0,144
188,96000,9186765785496463054,-14.16,500,0,16.32,496.3,3.0,144
189,96000,15528842599978318346,-18.09,500,0,16.86,496.3,3.0,144
190,96000,12850146721234923910,13.51,500,0,17.81,496.3,3.0,144
191,96000,9889681733023020709,27.16,500,0,18.59,496.3,3.0,144
