# Seed CSV: /Users/angelobaricante/CS-Thesis-Model-Training/seeds/prng_seeds.csv
# NOTE: A2C Training - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
1,6000,971695362467996196,-78.81,500,0,-78.81,500.0,0.0,1
2,6000,4722055102353018575,-104.56,500,0,-91.69,500.0,0.0,2
3,6000,9416705256328773456,-119.95,500,0,-101.11,500.0,0.0,3
4,6000,18209816042987392921,-87.49,500,0,-97.70,500.0,0.0,4
5,6000,12249684362543296198,-52.23,500,0,-88.61,500.0,0.0,5
6,6000,18439256158492860165,-96.60,500,0,-89.94,500.0,0.0,6
7,6000,3434422392642176074,-117.85,500,0,-93.93,500.0,0.0,7
8,6000,5935988960942181436,-68.57,500,0,-90.76,500.0,0.0,8
9,6000,13288998900360654768,-67.10,500,0,-88.13,500.0,0.0,9
10,6000,6485551435170465117,-107.97,500,0,-90.11,500.0,0.0,10
11,6000,7222146671798848202,-118.11,500,0,-92.66,500.0,0.0,11
12,6000,1925203196787626386,-134.33,500,0,-96.13,500.0,0.0,12
13,12000,12791249090344812902,-87.08,500,0,-95.43,500.0,0.0,13
14,12000,16271330311358250483,-30.83,500,0,-90.82,500.0,0.0,14
15,12000,16216597592657657882,-102.38,500,0,-91.59,500.0,0.0,15
16,12000,15166214502129994831,-36.87,500,0,-88.17,500.0,0.0,16
17,12000,3950739390256855190,-71.24,500,0,-87.17,500.0,0.0,17
18,12000,15572436679927626994,-70.26,500,0,-86.23,500.0,0.0,18
19,12000,12100722552882805080,-23.12,500,0,-82.91,500.0,0.0,19
20,12000,5422312673772011359,-66.13,500,0,-82.07,500.0,0.0,20
21,12000,15003482508471731330,-78.08,500,0,-81.88,500.0,0.0,21
22,12000,13234536202907338590,-17.23,500,0,-78.94,500.0,0.0,22
23,12000,18177451362958227695,-34.07,500,0,-76.99,500.0,0.0,23
24,12000,14776073749056768426,-88.29,500,0,-77.46,500.0,0.0,24
25,18000,15876696128150197177,10.66,500,0,-73.94,500.0,0.0,25
26,18000,16643051670238393758,51.40,500,0,-69.12,500.0,0.0,26
27,18000,13750942603707172542,-68.40,500,0,-69.09,500.0,0.0,27
28,18000,8323620824426157167,72.69,500,0,-64.03,500.0,0.0,28
29,18000,12974784844508741856,48.35,500,0,-60.15,500.0,0.0,29
30,18000,3946675017130034155,-12.92,500,0,-58.58,500.0,0.0,30
31,18000,10235953528359856589,41.98,500,0,-55.33,500.0,0.0,31
32,18000,13148765069588439864,-27.90,500,0,-54.48,500.0,0.0,32
33,18000,7831641672757584953,-15.00,500,0,-53.28,500.0,0.0,33
34,18000,7530588993633936101,-74.54,500,0,-53.91,500.0,0.0,34
35,18000,8586445825670029330,60.75,500,0,-50.63,500.0,0.0,35
36,18000,4008522060595671513,-52.82,500,0,-50.69,500.0,0.0,36
37,24000,16758003372029569070,181.18,500,0,-44.42,500.0,0.0,37
38,24000,7123441938980902944,-26.33,500,0,-43.95,500.0,0.0,38
39,24000,1123201832056615056,4.00,500,0,-42.72,500.0,0.0,39
40,24000,9827564118592775222,-21.95,500,0,-42.20,500.0,0.0,40
41,24000,4949356209468868854,122.66,500,0,-38.18,500.0,0.0,41
42,24000,14563005126951685001,-14.72,500,0,-37.62,500.0,0.0,42
43,24000,16499621993911982051,86.56,500,0,-34.73,500.0,0.0,43
44,24000,15569156720587463771,-10.82,500,0,-34.19,500.0,0.0,44
45,24000,17029012220414423703,14.38,500,0,-33.11,500.0,0.0,45
46,24000,5088815643279426220,23.01,500,0,-31.89,500.0,0.0,46
47,24000,10303707910544264367,-16.19,500,0,-31.55,500.0,0.0,47
48,24000,17938581618549075914,11.86,500,0,-30.65,500.0,0.0,48
49,30000,5958682710742231644,116.88,500,0,-27.64,500.0,0.0,49
50,30000,13152133416350454799,124.65,500,0,-24.59,500.0,0.0,50
51,30000,5956481133054387399,165.60,500,0,-20.86,500.0,0.0,51
52,30000,5420683628343198450,73.90,500,0,-19.04,500.0,0.0,52
53,30000,15922419184530991241,134.13,500,0,-16.15,500.0,0.0,53
54,30000,18020233497698300673,65.07,500,0,-14.65,500.0,0.0,54
55,30000,17338635869069036976,137.19,500,0,-11.89,500.0,0.0,55
56,30000,1792464209987715186,14.94,500,0,-11.41,500.0,0.0,56
57,30000,13280943330434515189,176.79,500,0,-8.11,500.0,0.0,57
58,30000,13831009015536520439,151.26,500,0,-5.36,500.0,0.0,58
59,30000,3332503742376185548,188.34,500,0,-2.08,500.0,0.0,59
60,30000,11580923707428295608,157.99,500,0,0.59,500.0,0.0,60
61,36000,10552593266273712147,92.44,500,0,2.10,500.0,0.0,61
62,36000,5779138346327290062,55.80,500,0,2.96,500.0,0.0,62
63,36000,18414115309215937601,189.90,500,0,5.93,500.0,0.0,63
64,36000,11602112522636337744,162.04,500,0,8.37,500.0,0.0,64
65,36000,12339132143176000527,113.53,500,0,9.99,500.0,0.0,65
66,36000,213708382150317922,162.29,500,0,12.30,500.0,0.0,66
67,36000,14829927916230554584,168.46,500,0,14.63,500.0,0.0,67
68,36000,14548106134457597795,171.13,500,0,16.93,500.0,0.0,68
69,36000,2846928131416613503,177.88,500,0,19.26,500.0,0.0,69
70,36000,465757753863619753,162.21,500,0,21.30,500.0,0.0,70
71,36000,7817989525139000696,49.77,500,0,21.70,500.0,0.0,71
72,36000,3798088039377853321,188.33,500,0,24.02,500.0,0.0,72
73,42000,9484487052667551156,204.00,500,0,26.48,500.0,0.0,73
74,42000,12236126824530621385,94.92,500,0,27.41,500.0,0.0,74
