# Seed CSV: C:\Users\Aurick\Documents\COLLEGE\code\CS-Thesis-Model-Training\seeds\prng_seeds.csv
# NOTE: Train 19 - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
1,6000,971695362467996196,-115.17,500,0,-115.17,500.0,0.0,1
2,6000,4722055102353018575,-67.66,500,0,-91.41,500.0,0.0,2
3,6000,9416705256328773456,-88.37,500,0,-90.40,500.0,0.0,3
4,6000,18209816042987392921,-84.74,500,0,-88.98,500.0,0.0,4
5,6000,12249684362543296198,-123.73,500,0,-95.93,500.0,0.0,5
6,6000,18439256158492860165,-112.86,500,0,-98.75,500.0,0.0,6
7,6000,3434422392642176074,-92.93,500,0,-97.92,500.0,0.0,7
8,6000,5935988960942181436,-68.65,500,0,-94.26,500.0,0.0,8
9,6000,13288998900360654768,-105.54,500,0,-95.51,500.0,0.0,9
10,6000,6485551435170465117,-110.62,500,0,-97.02,500.0,0.0,10
11,6000,7222146671798848202,-106.73,500,0,-97.91,500.0,0.0,11
12,6000,1925203196787626386,-92.38,500,0,-97.45,500.0,0.0,12
13,12000,12791249090344812902,-85.86,500,0,-96.55,500.0,0.0,13
14,12000,16271330311358250483,-54.73,500,0,-93.57,500.0,0.0,14
15,12000,16216597592657657882,-77.80,500,0,-92.52,500.0,0.0,15
16,12000,15166214502129994831,-65.81,500,0,-90.85,500.0,0.0,16
17,12000,3950739390256855190,-73.60,500,0,-89.83,500.0,0.0,17
18,12000,15572436679927626994,-112.39,500,0,-91.08,500.0,0.0,18
19,12000,12100722552882805080,-109.85,500,0,-92.07,500.0,0.0,19
20,12000,5422312673772011359,-91.94,500,0,-92.07,500.0,0.0,20
21,12000,15003482508471731330,-80.20,500,0,-91.50,500.0,0.0,21
22,12000,13234536202907338590,-88.78,500,0,-91.38,500.0,0.0,22
23,12000,18177451362958227695,-45.33,500,0,-89.37,500.0,0.0,23
24,12000,14776073749056768426,-125.27,500,0,-90.87,500.0,0.0,24
25,18000,15876696128150197177,-81.12,500,0,-90.48,500.0,0.0,25
26,18000,16643051670238393758,-114.45,500,0,-91.40,500.0,0.0,26
27,18000,13750942603707172542,-116.54,500,0,-92.33,500.0,0.0,27
28,18000,8323620824426157167,-55.96,500,0,-91.03,500.0,0.0,28
29,18000,12974784844508741856,-77.54,500,0,-90.57,500.0,0.0,29
30,18000,3946675017130034155,-77.14,500,0,-90.12,500.0,0.0,30
31,18000,10235953528359856589,-133.19,500,0,-91.51,500.0,0.0,31
32,18000,13148765069588439864,-98.18,500,0,-91.72,500.0,0.0,32
33,18000,7831641672757584953,-41.36,500,0,-90.19,500.0,0.0,33
34,18000,7530588993633936101,-93.62,500,0,-90.29,500.0,0.0,34
35,18000,8586445825670029330,-73.73,500,0,-89.82,500.0,0.0,35
36,18000,4008522060595671513,-83.40,500,0,-89.64,500.0,0.0,36
37,24000,16758003372029569070,-120.13,500,0,-90.47,500.0,0.0,37
38,24000,7123441938980902944,-131.58,500,0,-91.55,500.0,0.0,38
39,24000,1123201832056615056,-76.44,500,0,-91.16,500.0,0.0,39
40,24000,9827564118592775222,-77.02,500,0,-90.81,500.0,0.0,40
41,24000,4949356209468868854,-92.45,500,0,-90.85,500.0,0.0,41
42,24000,14563005126951685001,-97.32,500,0,-91.00,500.0,0.0,42
43,24000,16499621993911982051,-110.09,500,0,-91.44,500.0,0.0,43
44,24000,15569156720587463771,-80.77,500,0,-91.20,500.0,0.0,44
45,24000,17029012220414423703,-104.25,500,0,-91.49,500.0,0.0,45
46,24000,5088815643279426220,-84.85,500,0,-91.35,500.0,0.0,46
47,24000,10303707910544264367,-87.14,500,0,-91.26,500.0,0.0,47
48,24000,17938581618549075914,-90.74,500,0,-91.25,500.0,0.0,48
49,30000,5958682710742231644,-111.37,500,0,-91.66,500.0,0.0,49
50,30000,13152133416350454799,-84.16,500,0,-91.51,500.0,0.0,50
51,30000,5956481133054387399,-97.54,500,0,-91.63,500.0,0.0,51
52,30000,5420683628343198450,-94.09,500,0,-91.67,500.0,0.0,52
53,30000,15922419184530991241,-68.33,500,0,-91.23,500.0,0.0,53
54,30000,18020233497698300673,-94.77,500,0,-91.30,500.0,0.0,54
55,30000,17338635869069036976,-82.34,500,0,-91.14,500.0,0.0,55
56,30000,1792464209987715186,-92.14,500,0,-91.15,500.0,0.0,56
57,30000,13280943330434515189,-128.94,500,0,-91.82,500.0,0.0,57
58,30000,13831009015536520439,-70.93,500,0,-91.46,500.0,0.0,58
59,30000,3332503742376185548,-61.84,500,0,-90.95,500.0,0.0,59
60,30000,11580923707428295608,-42.87,500,0,-90.15,500.0,0.0,60
61,36000,10552593266273712147,-103.38,500,0,-90.37,500.0,0.0,61
62,36000,5779138346327290062,-77.50,500,0,-90.16,500.0,0.0,62
63,36000,18414115309215937601,-91.17,500,0,-90.18,500.0,0.0,63
64,36000,11602112522636337744,-85.69,500,0,-90.11,500.0,0.0,64
65,36000,12339132143176000527,-135.41,500,0,-90.80,500.0,0.0,65
66,36000,213708382150317922,-72.44,500,0,-90.53,500.0,0.0,66
67,36000,14829927916230554584,-107.15,500,0,-90.77,500.0,0.0,67
68,36000,14548106134457597795,-71.42,500,0,-90.49,500.0,0.0,68
69,36000,2846928131416613503,-90.23,500,0,-90.49,500.0,0.0,69
70,36000,465757753863619753,-100.41,500,0,-90.63,500.0,0.0,70
71,36000,7817989525139000696,-72.86,500,0,-90.38,500.0,0.0,71
72,36000,3798088039377853321,-96.98,500,0,-90.47,500.0,0.0,72
73,42000,9484487052667551156,-105.63,500,0,-90.68,500.0,0.0,73
74,42000,12236126824530621385,-81.37,500,0,-90.55,500.0,0.0,74
75,42000,855184622356068571,-90.46,500,0,-90.55,500.0,0.0,75
76,42000,15834972196773435646,-82.23,500,0,-90.44,500.0,0.0,76
77,42000,12408935994070282962,-58.03,500,0,-90.02,500.0,0.0,77
78,42000,11981284399029439191,-69.82,500,0,-89.76,500.0,0.0,78
79,42000,3207301218311601108,-89.76,500,0,-89.76,500.0,0.0,79
80,42000,7965682761333498567,-90.58,500,0,-89.77,500.0,0.0,80
81,42000,13630246432225533946,-104.96,500,0,-89.96,500.0,0.0,81
82,42000,8124476620977914609,-71.85,500,0,-89.74,500.0,0.0,82
83,42000,17151581682957684717,-53.39,500,0,-89.30,500.0,0.0,83
84,42000,5203642081824491887,-77.86,500,0,-89.16,500.0,0.0,84
85,48000,1282154305957738864,-81.66,500,0,-89.07,500.0,0.0,85
86,48000,12864811954472004187,-41.17,500,0,-88.52,500.0,0.0,86
87,48000,13048294551188987203,-117.30,500,0,-88.85,500.0,0.0,87
88,48000,17077070056391960068,-93.09,500,0,-88.90,500.0,0.0,88
89,48000,14587187658110522263,-119.55,500,0,-89.24,500.0,0.0,89
90,48000,11033758505807755380,-98.40,500,0,-89.34,500.0,0.0,90
91,48000,10027974101905967125,-74.54,500,0,-89.18,500.0,0.0,91
92,48000,13682009770390657341,-62.98,500,0,-88.90,500.0,0.0,92
93,48000,15313979806885385665,-108.99,500,0,-89.11,500.0,0.0,93
94,48000,6513211260447073981,-71.59,500,0,-88.92,500.0,0.0,94
95,48000,16679140763471176525,-132.32,500,0,-89.38,500.0,0.0,95
96,48000,15609030911540769314,-104.14,500,0,-89.54,500.0,0.0,96
97,54000,12213021893741313679,-85.18,500,0,-89.49,500.0,0.0,97
98,54000,11837311832849461841,-64.31,500,0,-89.23,500.0,0.0,98
99,54000,782797373716506053,-114.14,500,0,-89.48,500.0,0.0,99
100,54000,4608807299216813642,-104.01,500,0,-89.63,500.0,0.0,100
101,54000,7064522463759185187,-73.46,500,0,-89.21,500.0,0.0,101
102,54000,5758638161781062089,-122.85,500,0,-89.76,500.0,0.0,102
103,54000,712942329043169505,-120.55,500,0,-90.09,500.0,0.0,103
104,54000,2576126327835236319,-31.01,500,0,-89.55,500.0,0.0,104
105,54000,5509031414646806880,-88.91,500,0,-89.20,500.0,0.0,105
106,54000,16008602730533986715,-89.53,500,0,-88.97,500.0,0.0,106
107,54000,7579020158697526728,-96.72,500,0,-89.01,500.0,0.0,107
