# Seed CSV: C:\Users\Aurick\Documents\COLLEGE\code\CS-Thesis-Model-Training\seeds\qrng_seeds.csv
# NOTE: Train 19 - Each environment uses unique/offset mazes in parallel

episode,timestep,maze_seed,reward,length,success,avg_reward_100,avg_length_100,success_rate_100,unique_mazes_seen
1,6000,13489725472828908841,-64.53,500,0,-64.53,500.0,0.0,1
2,6000,6171947649416591322,-103.10,500,0,-83.81,500.0,0.0,2
3,6000,15248021848742551826,-89.89,500,0,-85.84,500.0,0.0,3
4,6000,3024614475431424903,-80.62,500,0,-84.53,500.0,0.0,4
5,6000,8421032824675649285,-143.91,500,0,-96.41,500.0,0.0,5
6,6000,137743098416772409,-101.38,500,0,-97.24,500.0,0.0,6
7,6000,10825776799651039450,-76.77,500,0,-94.31,500.0,0.0,7
8,6000,6550599649586689508,-122.95,500,0,-97.89,500.0,0.0,8
9,6000,10673939618093821046,-67.12,500,0,-94.47,500.0,0.0,9
10,6000,3033551743436537089,-118.41,500,0,-96.87,500.0,0.0,10
11,6000,13100570903668117029,-84.86,500,0,-95.77,500.0,0.0,11
12,6000,13460545218872008355,-48.80,500,0,-91.86,500.0,0.0,12
13,12000,4535469543323143118,-72.96,500,0,-90.41,500.0,0.0,13
14,12000,7963437600900595466,-134.85,500,0,-93.58,500.0,0.0,14
15,12000,4613197450636686963,-92.03,500,0,-93.48,500.0,0.0,15
16,12000,13145616319605486461,-59.86,500,0,-91.38,500.0,0.0,16
17,12000,8732497094669464261,-41.97,500,0,-88.47,500.0,0.0,17
18,12000,10754664279746954151,-94.76,500,0,-88.82,500.0,0.0,18
19,12000,7305357861771059007,-64.70,500,0,-87.55,500.0,0.0,19
20,12000,6001182031169597924,-108.08,500,0,-88.58,500.0,0.0,20
21,12000,1043968853803077998,-70.38,500,0,-87.71,500.0,0.0,21
22,12000,3431877959751719732,-29.78,500,0,-85.08,500.0,0.0,22
23,12000,4858779513777518555,-78.66,500,0,-84.80,500.0,0.0,23
24,12000,12934048555403895870,-83.94,500,0,-84.76,500.0,0.0,24
25,18000,16112388300639988501,-76.84,500,0,-84.44,500.0,0.0,25
26,18000,15336730116398655285,-63.09,500,0,-83.62,500.0,0.0,26
27,18000,17875627648110973066,-116.29,500,0,-84.83,500.0,0.0,27
28,18000,7127552978843871313,-86.84,500,0,-84.90,500.0,0.0,28
29,18000,4510579620332624255,-110.54,500,0,-85.79,500.0,0.0,29
30,18000,4529180109597153941,-97.02,500,0,-86.16,500.0,0.0,30
31,18000,3158158378977722743,-71.84,500,0,-85.70,500.0,0.0,31
